,0,1,2,3,4,5,6,7,8,9
11,0.1891362,0.26025182,0.184661,0.3708905,0.2648278,0.35960612,0.27096844,0.22106615,0.17404735,0.6094191
12,0.04018373,0.17305455,0.13436973,0.015291199,0.1881241,0.24145645,0.2571624,0.08702195,0.19928554,0.55016613
13,0.044652604,0.25803125,0.035925515,0.056437954,0.043276936,0.11107254,0.012154013,0.17529008,0.16629791,0.6049539
14,0.15313444,0.07602548,0.084995076,0.03191714,0.08046126,0.12815407,0.06709337,0.0017429888,0.17297196,0.3210442
15,0.13843533,0.15458816,0.04789505,0.10103491,0.16781686,0.22173771,0.26151526,0.2510497,0.2945392,0.5290703
16,0.07306556,0.067711964,0.007355824,0.045857616,0.0073061064,0.120112225,0.105304986,0.175125,0.18218657,0.23853722
17,0.06581688,0.096336216,0.009628743,0.03313487,0.0828029,0.016811535,0.0074079335,0.1062098,0.06651837,0.3238129
18,0.104558855,0.09667568,0.11077893,0.27156568,0.28308702,0.14262947,0.07230446,0.037773907,0.18301016,0.5615929
19,0.1283018,0.10103006,0.1443035,0.31289846,0.24872066,0.31686705,0.095277876,0.033395126,0.21288869,0.5136199
20,0.11741961,0.13800976,0.060050786,0.123436406,0.20124716,0.22843854,0.0949513,0.07268171,0.25766277,0.45275736
21,0.19130713,0.11750873,0.24772033,0.2382362,0.2897678,0.20153931,0.16077513,0.180536,0.06874445,0.44546723
22,0.030324139,0.16364431,0.07259203,0.05130835,0.011220291,0.1071316,0.113803476,0.06080368,0.3094138,0.49717438
23,0.20730795,0.1620114,0.25859427,0.2745263,0.22643645,0.34185252,0.0021347404,0.05509749,0.17495114,0.6166513
24,0.060500674,0.02958735,0.044301435,0.12466658,0.115540475,0.004769042,0.09832003,0.14146939,0.14890566,0.22557566
25,0.03529998,0.19124547,0.030159466,0.09862618,0.10540436,0.11064008,0.033277214,0.015031725,0.2901852,0.55970293
26,0.10117503,0.14670354,0.04478748,0.063392,0.07457219,0.14119673,0.035507023,0.083078146,0.23628739,0.35952836
27,0.0188258,0.10406323,0.037440963,0.022084698,0.056830995,0.0715832,0.115713656,0.06614414,0.22840217,0.45642224
28,0.13399778,0.1176552,0.14138682,0.14480169,0.07098292,0.11980757,0.04320225,0.10049674,0.17527539,0.48438695
29,0.08176056,0.010574661,0.104594305,0.07439931,0.10079099,0.04440762,0.059081465,0.004830092,0.043724746,0.3294437
30,0.074064076,0.2008082,0.11925696,0.111937806,0.10275681,0.095006496,0.07828763,0.09161222,0.3849104,0.5455236
31,0.11354496,0.022806048,0.0760733,0.114463314,0.13854232,0.21222149,0.13043977,0.10771103,0.19547732,0.3975873
0,0.10563003,0.13951862,0.041439705,0.06077771,0.12710096,0.11368641,0.03505963,0.116310745,0.19038045,0.569576
1,0.0072598457,0.094329156,0.033307508,0.01584129,0.104800954,0.14693376,0.09901784,0.019897565,0.074346215,0.37987015
2,0.08856692,0.14048281,0.07185698,0.051470503,0.12727645,0.115545094,0.15196913,0.010397464,0.20028794,0.43671453
3,0.11759815,0.06150019,0.005627066,0.048976243,0.0041630343,0.10652435,0.12995611,0.10920304,0.33781946,0.43402177
4,0.19176562,0.11872004,0.1350287,0.21218331,0.24444954,0.14931211,0.079336494,0.049938887,0.09170443,0.5515068
5,0.16074573,0.11404051,0.04595609,0.12540384,0.074387446,0.10928658,0.021500409,0.044532776,0.20767468,0.5029149
6,0.14180112,0.03609194,0.088095374,0.022389203,0.1533539,0.20988008,0.2346736,0.10049394,0.12974891,0.436711
7,0.03140021,0.03137613,0.040247172,0.043973245,0.022438094,0.03749691,0.015880048,0.061991125,0.018779874,0.24265346
8,0.14885724,0.06287443,0.19018057,0.16012843,0.21282311,0.14243647,0.0725292,0.05837366,0.13869959,0.44785577
9,0.14754757,0.13066553,0.102119945,0.07536425,0.0030179769,0.031644076,0.06402135,0.021669656,0.20575756,0.4766005
10,0.05687401,0.18977746,0.00089835376,0.099674836,0.088644385,0.10401434,0.015046686,0.021330148,0.2820579,0.57135624
11,0.15669811,0.08564227,0.12443626,0.1665083,0.0555913,0.2492781,0.1798048,0.069325656,0.17026427,0.39844385
12,0.24542184,0.07394548,0.285155,0.25467324,0.22302018,0.14917049,0.16055283,0.029911399,0.20679957,0.47193745
13,0.24879318,0.15594408,0.22761726,0.36642975,0.50233144,0.29461768,0.22654146,0.119905084,0.22118759,0.5077945
14,0.0903916,0.030698732,0.03296029,0.010641769,0.013508275,0.05938065,0.056620657,0.020714402,0.2315943,0.41115102
15,0.2800982,0.05969847,0.32005313,0.21137351,0.2515816,0.13827395,0.2015928,0.06307486,0.27695966,0.46735734
16,0.21478999,0.26115984,0.21904925,0.37697905,0.21209455,0.33183,0.33168155,0.21880206,0.19102192,0.5821364
17,0.16050348,0.113859065,0.20104325,0.1514822,0.22293189,0.20747033,0.002357006,0.012913108,0.16575044,0.56164265
18,0.11918413,0.17532954,0.14192033,0.06773782,0.040886432,0.17313024,0.0028872192,0.06999174,0.15603298,0.52485496
19,0.1544357,0.15507889,0.0379019,0.11774944,0.10531996,0.06273469,0.11647782,0.022519916,0.16759896,0.44368535
20,0.06956829,0.15513028,0.1597243,0.114096045,0.020058878,0.17343271,0.08292857,0.034915417,0.115891665,0.4083769
21,0.12195769,0.15174715,0.044020757,0.08699714,0.044640526,0.002366066,0.0541147,0.02701205,0.20284027,0.500204
22,0.16520932,0.009832852,0.06577354,0.0170113,0.07283665,0.14245462,0.114062384,0.11805476,0.16406682,0.33717877
23,0.09630131,0.16333559,0.0044907555,0.08658446,0.0332426,0.02171424,0.03573388,0.12125234,0.19117212,0.33149514
24,0.08134352,0.007179275,0.0037388057,0.11412168,0.090452604,0.10872297,0.07568622,0.007141024,0.06008172,0.22190736
25,0.12723443,0.12549102,0.23206037,0.24505557,0.23312168,0.18208325,0.13428816,0.07913169,0.14442664,0.42650595
26,0.19867858,0.11723804,0.116039604,0.14470512,0.004591629,0.063785344,0.19160837,0.10820615,0.17932394,0.4875361
27,0.23589852,0.25175172,0.2653086,0.26044244,0.30255628,0.32256684,0.2138892,0.16359477,0.14726305,0.42727926
28,0.038498655,0.14194715,0.098570935,0.04179141,0.07551204,0.11208883,0.16756079,0.008855075,0.14204752,0.4408649
29,0.1458815,0.023159437,0.18039513,0.18150409,0.2527544,0.25952116,0.09662047,0.016214237,0.13432646,0.45075685
30,0.019586585,0.0032437593,0.027322285,0.09237089,0.002436407,0.059709102,0.07891795,0.06262213,0.14839748,0.3244569
31,0.17751157,0.121398814,0.026461475,0.06786689,0.174993,0.24973774,0.15146756,0.042338476,0.19797358,0.34517854
0,0.2114678,0.24333125,0.1688756,0.34087175,0.32647288,0.3357614,0.16157734,0.1895459,0.26261783,0.5634937
1,0.09184425,0.16671446,0.04648918,0.09562485,0.107443675,0.11399868,0.064462304,0.119234085,0.24036562,0.46938562
2,0.0502925,0.06929266,0.02436407,0.01670301,0.023141153,0.00664708,0.08175207,0.104485705,0.039694697,0.28161427
3,0.002532892,0.035083972,0.074550286,0.045663595,0.0025732666,0.02413711,0.050772727,0.06366244,0.09260562,0.39098465
4,0.22198185,0.26515767,0.19708288,0.34311116,0.3667879,0.31482685,0.107442856,0.2033079,0.17239666,0.5324367
5,0.17316669,0.16639154,0.22646283,0.36204123,0.23345046,0.15158156,0.013499588,0.00062566996,0.1474505,0.5023392
6,0.0026923195,0.11102576,0.035803884,0.10284603,0.03625281,0.06403121,0.020464271,0.040030956,0.3764061,0.5849018
7,0.059831,0.05689311,0.040674515,0.026633792,0.004992023,0.029895067,0.009608224,0.17247298,0.26872903,0.4801487
8,0.049527906,0.0028479844,0.052777916,0.014554217,0.08190374,0.10951319,0.03319314,0.070673436,0.19804612,0.4652973
9,0.18370067,0.15180211,0.07002498,0.08533718,0.0787179,0.0074439347,0.04647389,0.05670783,0.116111934,0.41579637
10,0.04578454,0.091258176,0.17402735,0.24196652,0.2123781,0.18506739,0.12175734,0.049157187,0.14425689,0.4073229
11,0.12178538,0.111672625,0.017402709,0.04660961,0.09459066,0.15911144,0.088825494,0.081152216,0.2416533,0.44160256
12,0.090441264,0.1708062,0.054005027,0.03824891,0.015990332,0.04286541,0.008423865,0.010170817,0.1600163,0.33937067
13,0.03021983,0.071400136,0.0068436414,0.062389284,0.101527475,0.14903054,0.12451042,0.090542406,0.14749554,0.3970273
14,0.09225639,0.23081139,0.11256408,0.00020876527,0.058674946,0.0890823,0.058971822,0.0014926195,0.21941388,0.5457972
15,0.11665904,0.049754754,0.09211339,0.20532097,0.09746431,0.015857175,0.04134897,0.09295128,0.2947693,0.2941047
16,0.025317766,0.060688272,0.03266096,0.18932953,0.116864935,0.17067285,0.15562135,0.06498741,0.17740577,0.23413965
17,0.18451577,0.12608713,0.12489817,0.16026583,0.16363159,0.19471136,0.17520869,0.11733428,0.27248788,0.5926426
18,0.027699761,0.04181014,0.036539227,0.053233363,0.037327036,0.0060495585,0.005409196,0.056010306,0.042553246,0.2549123
19,0.08991777,0.074342825,0.091310576,0.10015491,0.052466944,0.083081454,0.023187399,0.060589194,0.12088823,0.39271376
20,0.10217404,0.08932607,0.10150094,0.09517969,0.03810121,0.038283765,0.051225007,0.033748537,0.057456583,0.46689543
21,0.14983997,0.15304184,0.14633882,0.1957738,0.28087097,0.2343444,0.052278936,0.05623561,0.18647143,0.53971404
22,0.08633443,0.111942805,0.04985533,0.035714105,0.046808466,0.049380034,0.025859445,0.11576226,0.24898234,0.42874065
23,0.11320871,0.12171881,0.16060379,0.33683679,0.24407575,0.27812654,0.24523892,0.10019618,0.2959886,0.4123379
24,0.07157212,0.03600818,0.03068018,0.03089986,0.05943481,0.09782913,0.06920779,0.035082325,0.28253615,0.3121048
25,0.12403211,0.0951246,0.11939052,0.10744889,0.063648656,0.0052455068,0.0887616,0.008530796,0.056176692,0.4860247
26,0.11282671,0.10111716,0.12657192,0.08794378,0.1702796,0.13346165,0.14632677,0.11608346,0.36784363,0.53775203
27,0.18269637,0.038042672,0.11938047,0.18279952,0.21868254,0.33586535,0.26365656,0.065685615,0.1829814,0.42761108
28,0.034731567,0.043718744,0.019940808,0.040810682,0.1685909,0.0575929,0.013698742,0.0039786994,0.15894891,0.24264623
29,0.114741355,0.10516786,0.071685,0.04544069,0.023559958,0.07073492,0.12715769,0.04397887,0.123842716,0.5014137
30,0.12577543,0.055465758,0.13977596,0.16174802,0.2848142,0.3416133,0.1121742,0.20629582,0.21553424,0.49358952
31,0.08264785,0.1513741,0.14460573,0.10912956,0.17089082,0.17308795,0.008695781,0.13886152,0.049684674,0.54038036
0,0.08831194,0.08124198,0.016761616,0.046198584,0.027540527,0.052628234,0.054311648,0.017066553,0.05995944,0.28274634
1,0.04201825,0.10857518,0.038728945,0.017824575,0.01949419,0.06451774,0.04556343,0.1861874,0.17762321,0.35279685
2,0.11521308,0.190393,0.14220765,0.034104988,0.1936895,0.22345725,0.23238018,0.17683944,0.25239828,0.5871508
3,0.2171231,0.074127704,0.044879086,0.047011517,0.02608011,0.15765807,0.19296323,0.06729491,0.13514665,0.39405745
4,0.10793515,0.038755476,0.0443123,0.095962204,0.06325208,0.062237937,0.03799937,0.11461377,0.25526217,0.44226542
5,0.21763048,0.15891847,0.22360927,0.18259688,0.1647429,0.106387705,0.040417105,0.019768655,0.14639845,0.51874065
6,0.18806247,0.043213338,0.038807474,0.03698907,0.0249938,0.083359346,0.16098866,0.07074353,0.13341224,0.34298977
7,0.0667133,0.09470534,0.0404154,0.062795825,0.12838724,0.01552327,0.079796374,0.11739751,0.11599392,0.32850292
8,0.04520312,0.03612887,0.0014375001,0.105707,0.0029338002,0.010034338,0.060448155,0.020828977,0.08183709,0.22112788
9,0.066464305,0.022075132,0.026315592,0.063404895,0.008693121,0.072807685,0.05694464,0.20764841,0.14327237,0.27898332
10,0.25893947,0.10231768,0.18752158,0.123992965,0.17110862,0.2803754,0.15077612,0.020058304,0.19684929,0.49601924
11,0.15626287,0.18606481,0.14899966,0.321607,0.241695,0.18419081,0.0043204725,0.0007057786,0.14269614,0.51676625
12,0.22227924,0.06435043,0.2758105,0.1642989,0.19441023,0.17198262,0.2222707,0.0881263,0.28667572,0.45790797
13,0.110212654,0.06112437,0.15950519,0.08601324,0.016598485,0.06745654,0.027523205,0.049795076,0.061434597,0.30319908
14,0.1609928,0.12487791,0.22279435,0.21276258,0.21250343,0.3565019,0.055920154,0.002950877,0.23176578,0.5936937
15,0.027507924,0.086211964,0.04630956,0.10797537,0.040239133,0.12914011,0.12544593,0.030015588,0.22115001,0.256519
16,0.08813703,0.056242004,0.11658267,0.12201905,0.16944921,0.30266467,0.14727859,0.07814419,0.18450013,0.4916705
17,0.13423634,0.17454761,0.14336936,0.06346516,0.027044073,0.13431087,0.018594772,0.07563749,0.13242155,0.587753
18,0.12677468,0.1322072,0.11424424,0.19461514,0.27041405,0.15402582,0.027958691,0.09860784,0.10656363,0.49525216
19,0.12895301,0.059688784,0.12558764,0.0035182834,0.070724085,0.03675483,0.054156303,0.061794654,0.16769028,0.40562117
20,0.03718516,0.052147754,0.0046828464,0.014806978,0.0075334236,0.15253413,0.10228281,0.1252387,0.10162857,0.3018444
21,0.17477086,0.060373083,0.057321377,0.13605878,0.02160298,0.05940804,0.004559934,0.16523938,0.16102892,0.28378475
22,0.09829038,0.07093529,0.051490687,0.08389437,0.11353105,0.06339428,0.0738512,0.07897645,0.2650746,0.5312819
23,0.06930202,0.015565082,0.15538034,0.049431667,0.19276133,0.22165391,0.43999732,0.10304144,0.40625528,0.4974892
24,0.08586099,0.00066206604,0.05562567,0.07924317,0.16427435,0.26210722,0.073666245,0.20250082,0.123304665,0.30672684
25,0.16659206,0.15352356,0.11285248,0.22905613,0.24714486,0.22038996,0.104715645,0.20140651,0.13529322,0.48795712
26,0.25402975,0.064969,0.010743737,0.17709506,0.20294106,0.25202435,0.20523481,0.022596836,0.22007456,0.36642522
27,0.2531649,0.31223798,0.2645017,0.32178846,0.3651044,0.38675702,0.274085,0.2501441,0.13204327,0.5033107
28,0.03266245,0.008976325,0.022706412,0.1272284,0.015140414,0.03954089,0.124578096,0.13388112,0.20891547,0.31388143
29,0.022011928,0.04428169,0.0052798986,0.049773887,0.010458343,0.044934496,0.16835867,0.055394754,0.32154036,0.375147
30,0.09640945,0.14223507,0.039279744,0.13351679,0.09772766,0.12820572,0.036055177,0.1211634,0.2539413,0.5066206
